scientific_name,common_name,longitude,latitude,state,water_type,season,sea_surface_temp_C,chlorophyll_mg_m3,depth_m,min_legal_size_cm,juvenile_range_cm,gear_type,zone_label,economic_value_in_INR_per_kg,seasonal_disease,river_name,advisory_text
Rastrelliger kanagurta,Indian Mackerel,96.5405,8.8488,Andhra Pradesh,Brackish,Monsoon,23.85,0.95,65.6,19.3,9.7-17.4,Purse Seine,Red,146.75,Gill Rot,Krishna,High juvenile dominance of Indian Mackerel observed in Krishna. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Epinephelus malabaricus,Malabar Grouper,69.8161,16.0689,Kerala,Brackish,Monsoon,28.46,2.75,117.9,19.5,9.8-17.6,Gillnet,Green,393.3,,Bharathapuzha,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,87.614,14.3365,Karnataka,Marine,Monsoon,29.04,1.56,26.6,17.2,8.6-15.5,Purse Seine,Red,623.77,White Spot Syndrome,Tungabhadra,High juvenile dominance of Black Tiger Shrimp observed in Tungabhadra. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sardinella longiceps,Oil Sardine,95.6523,9.4268,Maharashtra,Marine,Winter,27.65,2.35,185.8,36.5,18.2-32.9,Gillnet,Red,706.04,Cold Shock Disease,Tapi,High juvenile dominance of Oil Sardine observed in Tapi. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sardinella longiceps,Oil Sardine,73.9932,9.6667,Gujarat,Brackish,Monsoon,26.14,1.12,66.9,21.5,10.8-19.4,Hook and Line,Green,400.42,,Sabarmati,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,86.3605,13.0106,Tamil Nadu,Marine,Summer,24.08,1.72,55.7,41.4,20.7-37.3,Hook and Line,Green,700.65,,Kaveri,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Carangoides malabaricus,Malabar Trevally,73.5744,13.6421,West Bengal,Marine,Winter,23.99,0.46,92.6,35.9,17.9-32.3,Purse Seine,Yellow,388.14,,Hooghly,Moderate juvenile presence of Malabar Trevally in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,83.3189,9.7142,Gujarat,Marine,Summer,29.39,2.05,132.2,18.4,9.2-16.6,Purse Seine,Green,146.24,,Tapi,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Carangoides malabaricus,Malabar Trevally,74.8562,9.8275,Tamil Nadu,Marine,Summer,22.09,2.39,26.9,35.7,17.9-32.1,Hook and Line,Green,525.6,,Kaveri,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,91.2598,19.5609,Andhra Pradesh,Marine,Monsoon,23.8,2.52,74.9,39.7,19.9-35.7,Gillnet,Red,428.99,Gill Rot,Krishna,High juvenile dominance of Indian Mackerel observed in Krishna. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Lates calcarifer,Asian Seabass,71.3088,12.6925,West Bengal,Marine,Winter,23.52,2.97,176.3,25.2,12.6-22.7,Purse Seine,Green,359.03,,Damodar,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,72.0323,15.3897,Kerala,Brackish,Winter,30.89,2.88,129.8,44.0,22.0-39.6,Gillnet,Red,523.11,Cold Shock Disease,Bharathapuzha,High juvenile dominance of Oil Sardine observed in Bharathapuzha. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Pampus argenteus,Silver Pomfret,77.3148,12.8404,Gujarat,Marine,Summer,31.13,2.43,141.3,32.9,16.4-29.6,Gillnet,Yellow,750.09,,Tapi,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Rastrelliger kanagurta,Indian Mackerel,90.0244,12.9332,Odisha,Brackish,Winter,24.51,1.82,143.0,17.0,8.5-15.3,Trawl,Green,677.91,,Baitarani,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,76.8012,20.2875,Kerala,Marine,Winter,24.29,0.79,7.7,28.7,14.3-25.8,Purse Seine,Green,736.51,,Pamba,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,91.4826,17.7957,Maharashtra,Brackish,Summer,26.98,2.22,120.7,40.5,20.2-36.5,Gillnet,Green,760.46,,Krishna,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,95.4814,9.0573,Gujarat,Brackish,Summer,28.05,2.74,138.8,21.8,10.9-19.6,Purse Seine,Green,215.22,,Mahi,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,89.8335,15.3127,Kerala,Brackish,Monsoon,30.27,1.85,128.7,34.6,17.3-31.1,Hook and Line,Yellow,172.91,,Pamba,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Rastrelliger kanagurta,Indian Mackerel,95.7692,19.6935,Odisha,Marine,Monsoon,27.01,2.34,195.3,20.8,10.4-18.7,Trawl,Red,185.81,Gill Rot,Brahmani,High juvenile dominance of Indian Mackerel observed in Brahmani. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Pampus argenteus,Silver Pomfret,81.9111,14.6638,Maharashtra,Brackish,Monsoon,23.49,0.72,157.5,26.4,13.2-23.8,Hook and Line,Green,168.48,,Tapi,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,83.7167,17.6356,Tamil Nadu,Brackish,Summer,31.65,0.85,94.7,19.6,9.8-17.6,Purse Seine,Red,547.71,Tail Rot,Palar,High juvenile dominance of Hilsa observed in Palar. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Pampus argenteus,Silver Pomfret,82.6038,18.5841,Karnataka,Marine,Summer,22.95,0.26,118.3,37.3,18.6-33.6,Gillnet,Yellow,266.99,,Kaveri,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sardinella longiceps,Oil Sardine,83.9231,21.8495,Kerala,Brackish,Monsoon,23.91,1.02,86.6,19.2,9.6-17.3,Gillnet,Green,644.24,,Pamba,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,83.6955,15.6031,West Bengal,Brackish,Summer,22.94,2.08,23.5,16.1,8.1-14.5,Purse Seine,Green,316.36,,Teesta,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,68.95,8.9751,Tamil Nadu,Brackish,Summer,28.01,1.7,95.5,44.5,22.2-40.1,Purse Seine,Green,658.6,,Palar,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,68.0961,16.6301,West Bengal,Marine,Monsoon,25.91,2.55,170.2,32.7,16.4-29.4,Trawl,Green,559.06,,Subarnarekha,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,92.1264,10.0619,Karnataka,Marine,Monsoon,27.02,0.45,146.0,43.4,21.7-39.1,Gillnet,Yellow,260.68,,Tungabhadra,Moderate juvenile presence of Asian Seabass in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Tenualosa ilisha,Hilsa,93.0855,18.661,Maharashtra,Brackish,Monsoon,23.82,0.41,61.8,19.7,9.8-17.7,Gillnet,Yellow,640.43,,Wardha,Moderate juvenile presence of Hilsa in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Epinephelus malabaricus,Malabar Grouper,77.373,14.1745,Odisha,Marine,Monsoon,27.33,1.17,137.9,32.8,16.4-29.5,Hook and Line,Green,264.72,,Brahmani,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Carangoides malabaricus,Malabar Trevally,79.2261,19.331,Maharashtra,Marine,Summer,30.24,2.28,190.9,21.9,10.9-19.7,Purse Seine,Yellow,297.97,,Wardha,Moderate juvenile presence of Malabar Trevally in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Rastrelliger kanagurta,Indian Mackerel,81.9117,13.1304,Kerala,Brackish,Summer,27.09,1.22,104.5,28.2,14.1-25.4,Gillnet,Green,134.11,,Pamba,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,84.0061,18.5804,Maharashtra,Marine,Winter,22.14,2.19,17.8,42.1,21.1-37.9,Gillnet,Green,204.83,,Tapi,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,75.0802,10.9948,Maharashtra,Marine,Winter,26.69,1.68,105.5,21.1,10.6-19.0,Purse Seine,Red,795.1,Cold Shock Disease,Krishna,High juvenile dominance of Oil Sardine observed in Krishna. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Lates calcarifer,Asian Seabass,72.1858,13.6914,Tamil Nadu,Marine,Winter,29.66,0.72,88.7,15.3,7.7-13.8,Purse Seine,Green,427.04,,Vaigai,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,90.0649,10.8581,Andhra Pradesh,Marine,Winter,28.87,1.5,48.2,30.4,15.2-27.4,Purse Seine,Green,257.05,,Penna,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,89.0361,19.871,Andhra Pradesh,Brackish,Monsoon,22.64,2.35,139.6,41.8,20.9-37.6,Purse Seine,Green,270.43,,Krishna,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,78.0052,15.602,Tamil Nadu,Marine,Winter,22.77,1.62,80.9,30.9,15.4-27.8,Purse Seine,Green,343.78,,Palar,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,85.7182,14.6078,Odisha,Brackish,Winter,26.31,2.93,9.7,23.7,11.8-21.3,Gillnet,Green,283.26,,Mahanadi,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,76.4971,17.0159,Karnataka,Marine,Summer,23.81,2.04,109.3,24.7,12.3-22.2,Purse Seine,Red,551.95,Tail Rot,Tungabhadra,High juvenile dominance of Hilsa observed in Tungabhadra. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Scomberomorus guttatus,Seer Fish,89.0579,17.284,Maharashtra,Marine,Summer,27.06,1.72,165.3,19.0,9.5-17.1,Trawl,Green,685.25,,Wardha,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,78.7132,11.0643,West Bengal,Brackish,Monsoon,27.02,1.36,5.7,39.6,19.8-35.6,Gillnet,Green,738.13,,Hooghly,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,70.881,10.1897,Tamil Nadu,Brackish,Summer,29.13,1.48,123.3,25.8,12.9-23.2,Purse Seine,Green,191.46,,Kaveri,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,81.0735,19.2963,Andhra Pradesh,Marine,Monsoon,27.34,1.95,40.5,32.6,16.3-29.3,Trawl,Green,109.85,,Penna,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,73.8844,10.111,Maharashtra,Marine,Winter,22.81,2.76,36.9,25.6,12.8-23.0,Purse Seine,Green,401.34,,Godavari,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,80.3272,11.3003,Andhra Pradesh,Brackish,Winter,25.53,2.76,64.0,18.1,9.1-16.3,Purse Seine,Green,543.9,,Penna,Low juvenile presence of Black Tiger Shrimp. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,77.9424,19.7852,Maharashtra,Brackish,Winter,29.85,2.93,80.1,22.8,11.4-20.5,Gillnet,Green,359.63,,Krishna,Low juvenile presence of Black Tiger Shrimp. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,87.5316,14.98,Maharashtra,Brackish,Monsoon,24.04,0.53,161.7,42.4,21.2-38.2,Gillnet,Green,251.86,,Wardha,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,69.576,12.0799,Maharashtra,Brackish,Monsoon,24.17,1.74,161.7,33.4,16.7-30.1,Gillnet,Red,173.04,White Spot Syndrome,Tapi,High juvenile dominance of Black Tiger Shrimp observed in Tapi. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Rastrelliger kanagurta,Indian Mackerel,77.3505,19.9984,Odisha,Marine,Summer,30.06,0.99,197.5,42.0,21.0-37.8,Trawl,Yellow,569.66,,Brahmani,Moderate juvenile presence of Indian Mackerel in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Pampus argenteus,Silver Pomfret,79.7809,12.9502,Odisha,Marine,Summer,29.87,2.53,109.1,40.9,20.4-36.8,Purse Seine,Green,324.15,,Baitarani,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,80.8753,15.0885,Tamil Nadu,Brackish,Monsoon,26.39,1.92,85.3,35.2,17.6-31.7,Trawl,Green,157.95,,Palar,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,74.8091,11.2453,Kerala,Marine,Winter,27.84,2.93,148.0,43.2,21.6-38.9,Trawl,Green,529.47,,Bharathapuzha,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,71.979,17.1004,Tamil Nadu,Brackish,Summer,31.91,2.82,95.0,27.4,13.7-24.7,Purse Seine,Yellow,674.44,,Kaveri,Moderate juvenile presence of Pharaoh Cuttlefish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Pampus argenteus,Silver Pomfret,81.3677,10.4611,West Bengal,Marine,Summer,30.36,0.79,10.3,16.8,8.4-15.1,Trawl,Yellow,779.89,,Hooghly,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,96.3935,9.8614,Karnataka,Marine,Summer,23.5,1.35,42.6,43.9,21.9-39.5,Trawl,Green,696.15,,Tungabhadra,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,82.8212,9.1267,Andhra Pradesh,Marine,Winter,30.18,1.67,125.7,25.3,12.7-22.8,Trawl,Red,775.3,Cold Shock Disease,Godavari,High juvenile dominance of Oil Sardine observed in Godavari. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Rastrelliger kanagurta,Indian Mackerel,93.2719,13.5825,Tamil Nadu,Brackish,Summer,29.67,0.9,57.8,39.3,19.6-35.4,Hook and Line,Green,302.51,,Vaigai,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,81.1253,20.4823,Maharashtra,Marine,Summer,30.67,2.65,43.8,28.4,14.2-25.6,Hook and Line,Yellow,752.9,,Krishna,Moderate juvenile presence of Seer Fish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sepia pharaonis,Pharaoh Cuttlefish,94.8021,17.5166,West Bengal,Brackish,Winter,28.28,2.19,11.2,25.0,12.5-22.5,Gillnet,Green,362.98,,Subarnarekha,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,69.392,16.3993,Tamil Nadu,Marine,Winter,26.99,2.6,7.3,23.5,11.8-21.2,Gillnet,Green,338.49,,Palar,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,75.7028,14.7797,Kerala,Brackish,Winter,23.51,0.37,175.8,30.3,15.2-27.3,Purse Seine,Yellow,755.79,,Periyar,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sardinella longiceps,Oil Sardine,92.0064,21.1231,Andhra Pradesh,Marine,Winter,27.88,0.32,49.6,15.2,7.6-13.7,Hook and Line,Red,497.73,Cold Shock Disease,Godavari,High juvenile dominance of Oil Sardine observed in Godavari. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sardinella longiceps,Oil Sardine,90.305,20.8874,Maharashtra,Brackish,Summer,26.89,1.35,179.8,18.0,9.0-16.2,Hook and Line,Green,731.04,,Tapi,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
